,CnpjCpf,Nome,NomeFantasia,Logradouro,NumeroLogradouro,ComplementoEndereco,BairroEndereco,MunicipioEndereco,UfEndereco,TelefonePrincipal,EmailPrincipal,Site,ReceitaSituacao,ReceitaDataSituacao,ReceitaMotivoSituacao,ReceitaTipo,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaEFR,ReceitaSituacaoEspecial,ReceitaDataSituacaoEspecial,ReceitaCapitalSocial,CadastroRaizCNPJ_Id,Nire,OpcaoTributaria,SimplesNacional,SIMEI,SimplesNacionalSIMEIConsultaDe,Porte,ReceitaAtividade,ReceitaAtividadeSecundaria,VaduAtividadeCNAE,ReceitaMatrizCapitalSocial,CepEnderecoFormatado,Socios,CodIbge
650,82.645.862/0001-36,HACO ETIQUETAS LTDA,,R HENRIQUE CONRAD,595,,VILA ITOUPAVA,BLUMENAU,SC,(47) 2102-6000,,www.haco.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1966-09-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,12550578.0,82645862,42.200.377.722,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
","46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
58.13-1/00 Edição de revistas
02.10-1/07 Extração de madeira em florestas plantadas
17.31-1/00 Fabricação de embalagens de papel
64.62-0/00 Holdings de instituições não financeiras
18.13-0/99 Impressão de material para outros usos
18.13-0/01 Impressão de material para uso publicitário
13.54-5/00 Fabricação de tecidos especiais, inclusive artefatos
13.22-7/00 Tecelagem de fios de fibras têxteis naturais, exceto algodão
",Indústria,12550578.0,89075-350,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ALBERTO CONRAD LOWNDES', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'CONRAD EMPREENDIMENTOS E PARTICIPACOES S/A', 'NomeRepresentanteLegal': 'CORNELIA CONRAD LOWNDES'}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CORNELIA CONRAD LOWNDES', 'NomeRepresentanteLegal': None}, {'Qualificacao': '05-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'LUCIANO ANDRE MONDINI', 'NomeRepresentanteLegal': None}]",4202404
651,75.190.983/0001-75,FAMOSSUL MADEIRAS S/A,FAMOSSUL,AV PARANA,970,,TRIGOLANDIA,PIEN,PR,(41) 3632-8300,controladoria@famossul.com.br,www.famossul.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1973-10-15T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,22118876.0,75190983,41.300.022.461,LUCRO REAL,False,False,2020-09-09T14:24:26.000,DEMAIS,"16.22-6/02 Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais
","16.22-6/99 Fabricação de outros artigos de carpintaria para construção
31.01-2/00 Fabricação de móveis com predominância de madeira
16.23-4/00 Fabricação de artefatos de tanoaria e de embalagens de madeira
02.10-1/07 Extração de madeira em florestas plantadas
02.20-9/01 Extração de madeira em florestas nativas
46.71-1/00 Comércio atacadista de madeira e produtos derivados
47.44-0/02 Comércio varejista de madeira e artefatos
52.11-7/01 Armazéns gerais - emissão de warrant
16.10-2/03 Serrarias com desdobramento de madeira em bruto
",Indústria,22118876.0,83860-971,"[{'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'GUIDO ORLANDO GREIPEL', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'KARIEN ELISABETH GREIPEL', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ROBSON LUIZ MARCON', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'GUIDO ORLANDO GREIPEL JUNIOR', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MATEUS GUSTAVO GREIPEL', 'NomeRepresentanteLegal': None}]",4119103
652,93.002.913/0001-28,FERCOPI INDUSTRIA DE BORRACHAS E COMERCIO LTDA,,AV PLINIO GILBERTO KROEFF,1355,PAVLH A,DISTRITO INDUSTRIAL,GRAVATAI,RS,(51) 3331-1777,,,ATIVA,2005-09-10T00:00:00.000,,MATRIZ,1972-11-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,1487850.0,93002913,43.200.192.031,,False,False,2019-07-26T11:49:49.000,EPP,"22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
","33.14-7/99 Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
",Indústria,1487850.0,94045-390,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'REGINA TEREZA PIVATTO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ALISSON PIVATTO PINTO', 'NomeRepresentanteLegal': None}]",4309209
653,80.662.315/0001-33,FIBRASCA QUIMICA E TEXTIL LTDA,,R CONSELHEIRO PEDREIRA,1405,,PIRABEIRABA,JOINVILLE,SC,(47) 3481-3400,xxxxxxxxx@xxxxxxxxx.com.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1988-04-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,30000.0,80662315,42.201.051.839,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"13.13-8/00 Fiação de fibras artificiais e sintéticas
","47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
31.04-7/00 Fabricação de colchões
32.50-7/01 Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório
22.21-8/00 Fabricação de laminados planos e tubulares de material plástico
",Indústria,30000.0,89239-200,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'KLAUS SIEBJE', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MATHIAS SIEBJE MANCINELLI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SILVIO BRANDENBURG', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CHRISTINE SIEBJE MANCINELLI', 'NomeRepresentanteLegal': None}]",4209102
654,85.782.878/0001-89,PAMPLONA ALIMENTOS S/A,,ROD BR 470,13891,KM 150,PAMPLONA,RIO DO SUL,SC,(47) 3531-3131,contador@pamplona.com.br,www.pamplona.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1969-08-14T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,174500000.0,85782878,42.300.011.193,LUCRO REAL,False,False,2021-03-05T11:32:51.000,DEMAIS,"10.12-1/03 Frigorífico - abate de suínos
","10.11-2/01 Frigorífico - abate de bovinos
10.13-9/01 Fabricação de produtos de carne
10.13-9/02 Preparação de subprodutos do abate
46.34-6/01 Comércio atacadista de carnes bovinas e suínas e derivados
02.10-1/05 Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca
02.10-1/07 Extração de madeira em florestas plantadas
02.20-9/01 Extração de madeira em florestas nativas
02.20-9/02 Produção de carvão vegetal - florestas nativas
10.66-0/00 Fabricação de alimentos para animais
46.31-1/00 Comércio atacadista de leite e laticínios
46.39-7/01 Comércio atacadista de produtos alimentícios em geral
47.22-9/01 Comércio varejista de carnes - açougues
47.29-6/99 Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
49.30-2/01 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
52.11-7/01 Armazéns gerais - emissão de warrant
64.62-0/00 Holdings de instituições não financeiras
",Indústria,174500000.0,89164-900,"[{'Qualificacao': '16-Presidente', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'IRANI PAMPLONA PETERS', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JULIO CESAR FRANZOI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EDIVAL JUSTEN', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SERGIO LUIZ DE SOUZA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADILOR ASCARI BUSSOLO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'VALDECIR PAMPLONA JUNIOR', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CLEITON PAMPLONA PETERS', 'NomeRepresentanteLegal': None}]",4214805
655,89.735.070/0001-00,GAUCHAFARMA MEDICAMENTOS LTDA,,AV FRANCISCO SILVEIRA BITENCOURT,1785,PREDIO 01,SARANDI,PORTO ALEGRE,RS,(51) 3346-5060,,www.gauchafarma.com,ATIVA,2001-06-02T00:00:00.000,,MATRIZ,1983-12-23T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,19500000.0,89735070,43.200.708.223,LUCRO REAL,False,False,2018-11-20T00:00:00.000,DEMAIS,"46.44-3/01 Comércio atacadista de medicamentos e drogas de uso humano
","46.46-0/01 Comércio atacadista de cosméticos e produtos de perfumaria
46.46-0/02 Comércio atacadista de produtos de higiene pessoal
46.45-1/01 Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios
46.39-7/01 Comércio atacadista de produtos alimentícios em geral
46.49-4/08 Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
46.43-5/01 Comércio atacadista de calçados
46.47-8/02 Comércio atacadista de livros, jornais e outras publicações
46.49-4/01 Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico
46.49-4/02 Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico
46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
46.69-9/99 Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
46.93-1/00 Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários
46.37-1/07 Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes
46.37-1/99 Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
46.35-4/03 Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada
82.11-3/00 Serviços combinados de escritório e apoio administrativo
47.71-7/01 Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas
47.72-5/00 Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal
64.62-0/00 Holdings de instituições não financeiras
",Comércio,19500000.0,91150-010,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'SILVIO JORGE PAGNON', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCIO LUIZ TREVISAN CERVO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'GILBERTO CERVO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '05-Administrador', 'Nome': 'INVESTGROUP PARTICIPACOES S.A.', 'NomeRepresentanteLegal': 'SILVIO JORGE PAGNON'}]",4314902
656,02.279.324/0001-36,GDC ALIMENTOS S.A,,R EUGENIO PEZZINI,500,,CORDEIROS,ITAJAI,SC,(47) 3341-2600/ (47) 3341-2601,julianaregis@gomesdacosta.com.br,www.gomesdacosta.com.br,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1997-12-03T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,60422869.19,2279324,42.300.024.741,LUCRO REAL,False,False,2021-02-10T11:22:24.000,DEMAIS,"10.20-1/02 Fabricação de conservas de peixes, crustáceos e moluscos
","10.20-1/01 Preservação de peixes, crustáceos e moluscos
",Indústria,60422869.19,88311-000,"[{'Qualificacao': '16-Presidente', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ANDREA PELLEGRINI MAMMANA NAPOLITANO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JAMILE AUN RAMOS DOS SANTOS', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'IVAN FUCHTER', 'NomeRepresentanteLegal': None}]",4208203
657,75.801.936/0001-10,GERMER PORCELANAS FINAS S.A.,GERMER PORCELANAS,ROD BR 277 KM 120,3278,,GUABIROBA,CAMPO LARGO,PR,(41) 3291-3000/ (41) 3291-3036,contabil1@germerporcelanas.com.br,,ATIVA,2005-11-03T00:00:00.000,,MATRIZ,1966-08-03T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,,75801936,41.300.008.477,LUCRO REAL,False,False,2020-12-29T16:21:41.000,DEMAIS,"23.49-4/99 Fabricação de produtos cerâmicos não refratários não especificados anteriormente
",,Indústria,,83605-420,"[{'Qualificacao': '16-Presidente', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ANTONIO JURANDIR GIRARDI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARCOS AURELIO BRESSAN', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JULIANO GUIMARAES RODRIGUES ALVES', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JOAO MOACIR BERTAO', 'NomeRepresentanteLegal': None}]",4104204
658,90.455.866/0001-80,GIOVELLI CIA LTDA,INDUSTRIA DE OLEOS VEGETAIS COMANDAI,VL TRES IRMAOS,SN,,BAIRRO,GUARANI DAS MISSOES,RS,,,,ATIVA,2005-09-24T00:00:00.000,,MATRIZ,1973-09-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,3420000.0,90455866,43.200.187.720,LUCRO REAL,False,False,2021-04-23T15:15:15.000,DEMAIS,"10.41-4/00 Fabricação de óleos vegetais em bruto, exceto óleo de milho
","10.42-2/00 Fabricação de óleos vegetais refinados, exceto óleo de milho
46.23-1/06 Comércio atacadista de sementes, flores, plantas e gramas
46.22-2/00 Comércio atacadista de soja
10.66-0/00 Fabricação de alimentos para animais
46.23-1/09 Comércio atacadista de alimentos para animais
46.23-1/99 Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente
46.83-4/00 Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo
52.11-7/99 Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis
46.37-1/03 Comércio atacadista de óleos e gorduras
01.63-6/00 Atividades de pós-colheita
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
46.61-3/00 Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças
45.30-7/05 Comércio a varejo de pneumáticos e câmaras-de-ar
49.30-2/03 Transporte rodoviário de produtos perigosos
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
47.44-0/99 Comércio varejista de materiais de construção em geral
47.31-8/00 Comércio varejista de combustíveis para veículos automotores
47.32-6/00 Comércio varejista de lubrificantes
47.44-0/01 Comércio varejista de ferragens e ferramentas
",Indústria,3420000.0,97950-000,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'GENTIL GIOVELLI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADEMAR ANTONIO GIOVELLI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'IRENA PIOTROWSKI GIOVELLI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'OSMAR LUIZ GIOVELLI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ELEMAR JOSE GIOVELLI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ADELAR JOAO GIOVELLI', 'NomeRepresentanteLegal': None}]",4309506
659,79.846.465/0001-18,GOEDERT LTDA,,R EDGARD HOFFMANN,496,GALPAO1,BEIRA RIO,BIGUACU,SC,(48) 3205-2122,rodrigoavila@goedert.com.br,www.goedert.com.br,ATIVA,2005-10-22T00:00:00.000,,MATRIZ,1986-12-18T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,4245412.0,79846465,42.200.909.155,LUCRO REAL,False,False,2020-10-06T09:31:30.000,DEMAIS,"46.49-4/08 Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
","46.41-9/03 Comércio atacadista de artigos de armarinho
46.47-8/01 Comércio atacadista de artigos de escritório e de papelaria
46.46-0/01 Comércio atacadista de cosméticos e produtos de perfumaria
46.51-6/01 Comércio atacadista de equipamentos de informática
46.45-1/01 Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios
46.49-4/04 Comércio atacadista de móveis e artigos de colchoaria
46.69-9/99 Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças
46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
46.46-0/02 Comércio atacadista de produtos de higiene pessoal
46.37-1/99 Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
46.89-3/99 Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
45.11-1/03 Comércio por atacado de automóveis, camionetas e utilitários novos e usados
22.19-6/00 Fabricação de artefatos de borracha não especificados  anteriormente 
22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
22.29-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
25.93-4/00 Fabricação de artigos de metal para uso doméstico e pessoal
22.22-6/00 Fabricação de embalagens de material plástico
32.91-4/00 Fabricação de escovas, pincéis e vassouras
28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
17.42-7/99 Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente
22.23-4/00 Fabricação de tubos e acessórios de material plástico para uso na construção
38.32-7/00 Recuperação de materiais plásticos
46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
25.39-0/02 Serviços de tratamento e revestimento em metais
25.39-0/01 Serviços de usinagem, torneiria e solda
49.30-2/02 Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional
46.86-9/02 Comércio atacadista de embalagens
32.92-2/02 Fabricação de equipamentos e acessórios para segurança pessoal e profissional
52.50-8/01 Comissaria de despachos
70.20-4/00 Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica
47.29-6/99 Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
47.51-2/01 Comércio varejista especializado de equipamentos e suprimentos de informática
47.54-7/01 Comércio varejista de móveis
47.59-8/99 Comércio varejista de outros artigos de uso doméstico não especificados anteriormente
47.61-0/03 Comércio varejista de artigos de papelaria
47.63-6/04 Comércio varejista de artigos de caça, pesca e camping
47.72-5/00 Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal
47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
47.89-0/05 Comércio varejista de produtos saneantes domissanitários
47.89-0/99 Comércio varejista de outros produtos não especificados anteriormente
",Comércio,4245412.0,88164-275,"[{'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JANINE SILVEIRA GOEDERT', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'VILMAR GOEDERT', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MARIA TEREZA GOEDERT', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ROSANE SILVEIRA GOEDERT', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'EVERTON LUIS GOEDERT', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'MAURICIO ADEMIR RAMOS', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'AMAURI SANTINO MACHADO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '22-Sócio', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'WILLIAM GOEDERT', 'NomeRepresentanteLegal': None}]",4202305
660,93.731.602/0001-08,HYDROL INDUSTRIA E COMERCIO DE EQUIPAMENTOS HIDRAULICOS LTDA,,R EVARISTO DE ANTONI,1516,,SAO JOSE,CAXIAS DO SUL,RS,(54) 4009-4177/ (54) 4009-4115,financeiro01@hydrol.com.br,www.hydrol.com.br,ATIVA,2003-06-07T00:00:00.000,,MATRIZ,1990-11-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,250000.0,93731602,43.202.044.543,,False,False,2020-03-05T16:43:27.000,DEMAIS,"29.49-2/99 Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
","45.20-0/01 Serviços de manutenção e reparação mecânica de veículos automotores
45.30-7/03 Comércio a varejo de peças e acessórios novos para veículos automotores
77.19-5/99 Locação de outros meios de transporte não especificados anteriormente, sem condutor
28.12-7/00 Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas
46.14-1/00 Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves
",Indústria,250000.0,95041-000,"[{'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'HUGO RICARDO SUSIN', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'JORDANA MARIA MARANGHETTI GRITTI', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CARLOS CESAR MARANGHETTI FILHO', 'NomeRepresentanteLegal': None}, {'Qualificacao': '49-Sócio-Administrador', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'ROVANI MARTINELLI NUNES', 'NomeRepresentanteLegal': None}]",4305108
661,00.130.132/0001-38,IBRAP INDUSTRIA BRASILEIRA DE ALUMINIO E PLASTICOS SA,,"ROD GENESIO MAZON, KM 05",SN,,SAO PEDRO,URUSSANGA,SC,(48) 3441-2100/ (48) 3438-0761,michel.formentin@ibrap.com.br,,ATIVA,2005-08-27T00:00:00.000,,MATRIZ,1994-08-02T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,,14175780.0,130132,42.300.022.683,LUCRO REAL,False,False,2021-02-05T08:24:04.000,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
","46.79-6/99 Comércio atacadista de materiais de construção em geral
47.44-0/99 Comércio varejista de materiais de construção em geral
25.12-8/00 Fabricação de esquadrias de metal
28.66-6/00 Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios
28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
32.92-2/02 Fabricação de equipamentos e acessórios para segurança pessoal e profissional
25.43-8/00 Fabricação de ferramentas
32.99-0/03 Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos
33.21-0/00 Instalação de máquinas e equipamentos industriais
43.30-4/02 Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material
33.19-8/00 Manutenção e reparação de equipamentos e produtos não especificados anteriormente
",Indústria,14175780.0,88840-000,"[{'Qualificacao': '16-Presidente', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'GERALDO FORNASA', 'NomeRepresentanteLegal': None}, {'Qualificacao': '10-Diretor', 'PaisOrigem': '', 'QualificacaoRepresentanteLegal': '', 'Nome': 'CARLA CLAUMANN FORNASA', 'NomeRepresentanteLegal': None}]",4219002
