,Nome,UfEndereco,ReceitaSituacao,ReceitaAbertura,ReceitaNaturezaJuridica,ReceitaSituacaoEspecial,ReceitaCapitalSocial,OpcaoTributaria,Porte,ReceitaAtividade,cnpj,Faturamento,Funcionarios,TotalProtesto,ValorProtesto
396,ELASTICOS BLUFITEX EIRELI,SC,ATIVA,1997-12-16T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,250000.0,LUCRO PRESUMIDO,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
",02.288.420/0001-40,de 10.000.000 até 30.000.000,de 50 até 100,13,"5.813.873,88"
397,PLASNOX IND E COM DE PLASTICOS LTDA,SC,ATIVA,1987-03-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,300000.0,LUCRO REAL,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",79.925.442/0001-07,de 30.000.000 até 100.000.000,de 50 até 100,0,-
398,PIBER SHOES INDUSTRIA DE CALCADOS EIRELI,RS,ATIVA,2014-09-18T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,300000.0,,EPP,"15.31-9/01 Fabricação de calçados de couro
",21.072.618/0001-37,de 1.500.000 até 4.800.000,de 10 até 50,?,
399,BELLA ARTE UTILIDADES PARA O LAR LTDA,SC,ATIVA,2005-02-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1000000.0,,DEMAIS,"25.93-4/00 Fabricação de artigos de metal para uso doméstico e pessoal
",07.215.271/0001-03,de 30.000.000 até 100.000.000,de 100 até 500,0,-
400,CARTONDRUCK GRAFICA LTDA,SC,ATIVA,2009-03-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,34178700.0,LUCRO REAL,DEMAIS,"17.31-1/00 Fabricação de embalagens de papel
",10.693.693/0001-07,de 100.000.000 até 300.000.000,de 50 até 100,0,-
401,CONFECCOES JO JO LTDA,SC,ATIVA,1980-06-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2000000.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",83.938.985/0001-28,de 4.800.000 até 10.000.000,de 50 até 100,0,-
402,ALUMONTA INDUSTRIA E COMERCIO LTDA,SC,ATIVA,1988-01-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,200000.0,SIMPLES NACIONAL,EPP,"25.12-8/00 Fabricação de esquadrias de metal
",80.456.817/0001-08,de 1.500.000 até 4.800.000,de 10 até 50,0,-
403,"DINACON INDUSTRIA, COMERCIO E SERVICOS LTDA",RS,ATIVA,1999-05-27T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2750000.0,LUCRO REAL,DEMAIS,"20.92-4/01 Fabricação de pólvoras, explosivos e detonantes
",03.186.880/0001-20,de 30.000.000 até 100.000.000,de 100 até 500,35,"5.320.266,07"
404,5 ESTRELAS PAPEIS E EMBALAGENS LTDA,SC,ATIVA,1987-01-30T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20230511.0,LUCRO REAL,DEMAIS,"17.31-1/00 Fabricação de embalagens de papel
",79.888.749/0001-77,de 4.800.000 até 10.000.000,de 100 até 500,0,-
405,PLASMOSUL INDUSTRIA DE PLASTICOS LTDA,RS,ATIVA,2011-01-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1500000.0,,DEMAIS,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",13.107.569/0001-00,de 10.000.000 até 30.000.000,de 50 até 100,0,-
406,MKR TEXTIL LTDA,SC,ATIVA,2002-11-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,,EPP,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",05.404.612/0001-63,de 1.500.000 até 4.800.000,de 10 até 50,0,-
407,QUELI FAIFFER INDUSTRIA DE CALCADOS EIRELI,RS,ATIVA,2012-09-25T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,105000.0,SIMPLES NACIONAL,EPP,"15.40-8/00 Fabricação de partes para calçados, de qualquer material
",16.915.998/0001-94,de 1.500.000 até 4.800.000,de 10 até 50,0,-
408,FORFEST INDUSTRIA DE DESCARTAVEIS EIRELI,SC,ATIVA,2006-08-22T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,DEMAIS,"22.29-3/01 Fabricação de artefatos de material plástico para uso pessoal e doméstico
",08.266.046/0001-69,de 10.000.000 até 30.000.000,de 100 até 500,0,-
409,INDUSTRIA DE MOVEIS LUSTRO LTDA,RS,ATIVA,1976-04-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,187000.0,SIMPLES NACIONAL,EPP,"31.01-2/00 Fabricação de móveis com predominância de madeira
",88.887.195/0001-84,de 1.500.000 até 4.800.000,de 10 até 50,4,"4.281,72"
410,HIDROMINERADORA PASSO DO LOURO S.A.,RS,ATIVA,2009-12-16T00:00:00.000,205-4 - Sociedade Anônima Fechada,,3718595.0,LUCRO REAL,DEMAIS,"11.21-6/00 Fabricação de águas envasadas
",11.427.238/0001-14,de 4.800.000 até 10.000.000,de 50 até 100,0,-
411,CLR PROMOTORA DE VENDAS EIRELI,SC,ATIVA,2009-07-03T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,ME,"73.19-0/02 Promoção de vendas
",10.938.117/0001-74,de 81.000 até 360.000,de 10 até 50,47,"2.805.240,25"
412,3 RHO INTERRUPTORES AUTOMOTIVOS LTDA,SC,ATIVA,1970-07-09T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1875000.0,LUCRO PRESUMIDO,DEMAIS,"29.45-0/00 Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
",62.848.577/0001-05,de 30.000.000 até 100.000.000,de 100 até 500,0,-
413,VETOR INDUSTRIA E COMERCIO DE AUTOMOTIVOS EIRELI,SC,ATIVA,1989-11-13T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,2067671.0,,DEMAIS,"45.30-7/01 Comércio por atacado de peças e acessórios novos para veículos automotores
",81.589.327/0001-42,de 30.000.000 até 100.000.000,de 100 até 500,0,-
414,METALSILVA INDUSTRIA E COMERCIO DE UTILIDADES DOMESTICAS LTDA,SC,ATIVA,1995-12-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,SIMPLES NACIONAL,EPP,"25.93-4/00 Fabricação de artigos de metal para uso doméstico e pessoal
",00.993.068/0001-19,de 1.500.000 até 4.800.000,de 10 até 50,0,-
415,DITALIA MOVEIS INDUSTRIAL LTDA,RS,ATIVA,1993-08-31T00:00:00.000,206-2 - Sociedade Empresária Limitada,,8225000.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",73.289.050/0001-04,de 1.500.000 até 4.800.000,de 100 até 500,894,"32.675.667,79"
416,SPECIAL NUTRI INDUSTRIA E COMERCIO DE RACOES LTDA,PR,ATIVA,2013-12-13T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,,DEMAIS,"10.66-0/00 Fabricação de alimentos para animais
",19.442.650/0001-15,de 10.000.000 até 30.000.000,de 50 até 100,0,-
417,MINUSA INDUSTRIAS MECANICAS S.A.,SC,ATIVA,1989-11-09T00:00:00.000,205-4 - Sociedade Anônima Fechada,,7000000.0,,DEMAIS,"28.53-4/00 Fabricação de tratores, peças e acessórios, exceto agrícolas
",81.585.671/0001-63,de 10.000.000 até 30.000.000,de 100 até 500,0,-
418,EMBREEX INDUSTRIA E COMERCIO LTDA,SC,ATIVA,1993-05-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1560000.0,LUCRO REAL,DEMAIS,"32.30-2/00 Fabricação de artefatos para pesca e esporte
",72.195.324/0001-33,de 10.000.000 até 30.000.000,de 100 até 500,0,-
419,KIMYTO INDUSTRIAL LTDA,SC,ATIVA,1983-10-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,200000.0,,DEMAIS,"10.53-8/00 Fabricação de sorvetes e outros gelados comestíveis
",76.865.377/0001-75,de 1.500.000 até 4.800.000,de 10 até 50,0,-
420,CONCREXAP SERVICOS DE CONCRETAGEM LTDA,SC,ATIVA,2000-07-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,181206.0,,DEMAIS,"23.30-3/05 Preparação de massa de concreto e argamassa para construção
",03.913.786/0001-26,de 30.000.000 até 100.000.000,de 100 até 500,250,"2.132.414,41"
421,AVIAMENTOS BRUSQUE LTDA,SC,ATIVA,1994-02-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000000.0,LUCRO REAL,DEMAIS,"47.81-4/00 Comércio varejista de artigos do vestuário e acessórios
",74.183.500/0001-42,de 30.000.000 até 100.000.000,de 50 até 100,0,-
422,WETZEL S/A EM RECUPERACAO JUDICIAL,SC,ATIVA,1966-08-04T00:00:00.000,204-6 - Sociedade Anônima Aberta,RECUPERACAO JUDICIAL,47147375.0,,DEMAIS,"29.41-7/00 Fabricação de peças e acessórios para o sistema motor de veículos automotores
",84.683.671/0001-94,de 100.000.000 até 300.000.000,acima de 500,11,"3.295.408,88"
423,HEDRONS TEXTIL LTDA,SC,ATIVA,2010-09-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,9000776.0,,DEMAIS,"13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
",12.546.470/0001-34,de 30.000.000 até 100.000.000,de 100 até 500,0,-
424,QUINTA DO VALE ALIMENTOS LTDA - EM RECUPERACAO JUDICIAL,RS,ATIVA,1994-09-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,RECUPERACAO JUDICIAL,800000.0,,DEMAIS,"46.31-1/00 Comércio atacadista de leite e laticínios
",00.218.077/0001-32,de 1.500.000 até 4.800.000,de 100 até 500,460,"2.958.121,30"
425,DCONDOR HBL DISTRIBUIDORA DE PRODUTOS DE HIGIENE LTDA,SC,ATIVA,2009-08-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2600000.0,LUCRO REAL,DEMAIS,"46.49-4/08 Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar
",11.090.009/0001-57,de 30.000.000 até 100.000.000,de 50 até 100,0,-
426,HOMEWEAR INDUSTRIA DE CONFECCOES EIRELI,SC,ATIVA,2002-06-24T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,99800.0,,ME,"14.12-6/03 Facção de peças do vestuário, exceto roupas íntimas
",05.140.658/0001-12,de 81.000 até 360.000,de 10 até 50,27,"410.433,15"
427,MAGNA INDUSTRIA DE MOLDES E MATRIZES LTDA,SC,ATIVA,2009-11-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3100000.0,,DEMAIS,"25.43-8/00 Fabricação de ferramentas
",11.283.620/0001-00,de 10.000.000 até 30.000.000,de 50 até 100,10,"38.387,59"
428,"V8 BRASIL INDUSTRIA, COMERCIO DE MAQUINAS E FERRAMENTAS LTDA",SC,ATIVA,2002-02-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,575624.0,,DEMAIS,"28.40-2/00 Fabricação de máquinas-ferramenta, peças e acessórios
",04.895.202/0001-08,de 10.000.000 até 30.000.000,de 50 até 100,0,-
429,UNILUX INDUSTRIA E COMERCIO DE PERSIANAS EIRELI,SC,ATIVA,1998-02-16T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,88000.0,LUCRO PRESUMIDO,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
",02.393.313/0001-82,de 10.000.000 até 30.000.000,de 100 até 500,0,-
430,BELLS INDUSTRIA E COMERCIO DE PLASTICOS E METAIS LTDA.,PR,ATIVA,2000-11-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,,,DEMAIS,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
",04.168.163/0001-39,de 0 até 81.000,de 100 até 500,1,"2.800,00"
431,GAMA INDUSTRIA DE MATRIZES LTDA,RS,ATIVA,1994-11-29T00:00:00.000,206-2 - Sociedade Empresária Limitada,,400000.0,LUCRO PRESUMIDO,DEMAIS,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
",00.327.921/0001-63,de 10.000.000 até 30.000.000,de 50 até 100,0,-
432,TER BRASIL EQUIPAMENTOS HIDRAULICOS LTDA,RS,ATIVA,2008-12-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,233904.0,,DEMAIS,"28.12-7/00 Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas
",10.554.919/0001-80,de 10.000.000 até 30.000.000,de 50 até 100,0,-
433,INDUSTRIA TEXTIL TRES MARIAS LTDA,RS,ATIVA,1991-08-02T00:00:00.000,206-2 - Sociedade Empresária Limitada,,2700000.0,LUCRO PRESUMIDO,DEMAIS,"13.59-6/00 Fabricação de outros produtos têxteis não especificados anteriormente
",94.132.826/0001-58,de 1.500.000 até 4.800.000,de 100 até 500,3,"1.340.532,25"
434,ECOFIBRAS INDUSTRIA TEXTIL EIRELI,SC,ATIVA,2004-12-17T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,DEMAIS,"13.13-8/00 Fiação de fibras artificiais e sintéticas
",07.182.774/0001-20,de 1.500.000 até 4.800.000,de 10 até 50,0,-
435,METALURGICA HAME LTDA,SC,ATIVA,1990-06-12T00:00:00.000,206-2 - Sociedade Empresária Limitada,,61000.0,LUCRO PRESUMIDO,DEMAIS,"28.69-1/00 Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
",81.872.236/0001-10,de 10.000.000 até 30.000.000,de 50 até 100,0,-
436,BILITON INDUSTRIA E COMERCIO DE CONFECCOES LTDA,SC,ATIVA,1991-04-26T00:00:00.000,206-2 - Sociedade Empresária Limitada,,100000.0,ISENTO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",83.038.547/0001-03,de 10.000.000 até 30.000.000,de 100 até 500,0,-
437,KMCC EQUIPAMENTOS ELETRICOS LTDA,SC,ATIVA,2003-11-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,550000.0,,DEMAIS,"27.90-2/99 Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
",05.974.479/0001-80,de 4.800.000 até 10.000.000,de 50 até 100,0,-
438,PACKMASTER INDUSTRIA DE EMBALAGENS LTDA,SC,ATIVA,2007-08-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,250000.0,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",09.056.083/0001-05,de 4.800.000 até 10.000.000,de 100 até 500,215,"6.071.507,50"
439,ADPLAST INDUSTRIAL LTDA,SC,ATIVA,1998-06-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,40000.0,,DEMAIS,"22.22-6/00 Fabricação de embalagens de material plástico
",02.591.957/0001-85,de 10.000.000 até 30.000.000,de 50 até 100,6,"3.359.968,71"
440,GIOVANA PASH IND E COM DE CALCADOS LTDA,SC,ATIVA,1991-12-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,SIMPLES NACIONAL,ME,"15.31-9/01 Fabricação de calçados de couro
",85.221.083/0001-00,de 81.000 até 360.000,de 10 até 50,0,-
441,HG TEXTIL LTDA,SC,ATIVA,2005-03-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,15525786.0,LUCRO PRESUMIDO,DEMAIS,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",07.292.446/0001-86,de 30.000.000 até 100.000.000,de 100 até 500,0,-
442,BAUMGARTNER EMBALAGENS LTDA,SC,ATIVA,2008-10-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000.0,SIMPLES NACIONAL,EPP,"46.86-9/01 Comércio atacadista de papel e papelão em bruto
",10.438.054/0001-97,de 360.000 até 1.500.000,de 0 até 5,0,-
443,TF - TOP.FUSION INDUSTRIA DE TUBOS E CONEXOES LTDA,SC,ATIVA,2005-06-01T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5275000.0,,DEMAIS,"22.23-4/00 Fabricação de tubos e acessórios de material plástico para uso na construção
",07.432.397/0001-30,de 10.000.000 até 30.000.000,de 100 até 500,?,
444,MOVEIS RUDNICK S A,SC,ATIVA,1966-08-11T00:00:00.000,205-4 - Sociedade Anônima Fechada,,96976484.0,LUCRO REAL,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",86.046.612/0001-30,de 30.000.000 até 100.000.000,de 100 até 500,32,"84.167,82"
445,BELLA JANELA INDUSTRIA DE CORTINAS LTDA,SC,ATIVA,1993-06-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,64700000.0,LUCRO REAL,DEMAIS,"13.51-1/00 Fabricação de artefatos têxteis para uso doméstico
",72.344.591/0001-25,de 100.000.000 até 300.000.000,de 100 até 500,0,-
446,SINTEX INDUSTRIAL DE PLASTICOS LTDA,SC,ATIVA,1980-10-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,500000.0,LUCRO PRESUMIDO,DEMAIS,"27.90-2/99 Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
",75.344.937/0001-83,de 10.000.000 até 30.000.000,de 50 até 100,0,-
447,MERCOTOYS INDUSTRIA DE BRINQUEDOS LTDA,SC,ATIVA,1994-02-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,8500000.0,LUCRO REAL,DEMAIS,"32.40-0/99 Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
",86.713.336/0001-17,de 10.000.000 até 30.000.000,de 50 até 100,0,-
448,ECOFLEX FABRICA DE ESPUMAS E COLCHOES LTDA,SC,ATIVA,1987-02-20T00:00:00.000,206-2 - Sociedade Empresária Limitada,,24990000.0,LUCRO REAL,DEMAIS,"31.04-7/00 Fabricação de colchões
",79.905.436/0001-80,de 100.000.000 até 300.000.000,de 100 até 500,0,-
449,SIENA INDUSTRIA E COM DE PRODUTOS ALIMENTICIOS LTDA,PR,ATIVA,1979-05-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,LUCRO REAL,DEMAIS,"10.94-5/00 Fabricação de massas alimentícias
",78.002.037/0001-46,de 30.000.000 até 100.000.000,de 100 até 500,0,-
450,CALESITA INDUSTRIA DE BRINQUEDOS LTDA,SC,ATIVA,1994-09-21T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1300000.0,LUCRO PRESUMIDO,DEMAIS,"32.40-0/99 Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
",00.202.187/0001-06,de 30.000.000 até 100.000.000,de 100 até 500,0,-
451,SUL EMBA EMBALAGENS LTDA,SC,ATIVA,2002-06-07T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,,ME,"17.33-8/00 Fabricação de chapas e de embalagens de papelão ondulado
",05.096.500/0001-92,de 81.000 até 360.000,de 10 até 50,0,-
452,ELIAN INDUSTRIA TEXTIL LTDA,SC,ATIVA,1990-10-11T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3000001.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",82.698.085/0001-98,de 100.000.000 até 300.000.000,de 100 até 500,0,-
453,CIPLA INDUSTRIA DE MATERIAIS DE CONSTRUCAO SA,SC,ATIVA,1968-10-24T00:00:00.000,205-4 - Sociedade Anônima Fechada,FALIDO,52060000.0,LUCRO REAL,DEMAIS,"22.29-3/03 Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios
",84.683.515/0001-23,de 10.000.000 até 30.000.000,de 100 até 500,3,"1.603,56"
454,AUTO TECNICA DIESEL LTDA EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL,PR,ATIVA,1966-09-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,556000.0,,DEMAIS,"45.30-7/03 Comércio a varejo de peças e acessórios novos para veículos automotores
",79.120.739/0001-97,de 30.000.000 até 100.000.000,de 50 até 100,37,"884.079,68"
455,SAFF DISTRIBUIDORA DE ARMARINHOS LTDA,SC,ATIVA,2006-05-04T00:00:00.000,206-2 - Sociedade Empresária Limitada,,30000.0,LUCRO PRESUMIDO,DEMAIS,"46.49-4/99 Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
",07.973.104/0001-21,de 4.800.000 até 10.000.000,de 50 até 100,0,-
456,MALHASOFT S/A ENOBRECIMENTO TEXTIL,SC,ATIVA,1986-10-21T00:00:00.000,205-4 - Sociedade Anônima Fechada,,,LUCRO REAL,DEMAIS,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",79.683.330/0001-89,de 10.000.000 até 30.000.000,de 100 até 500,85,"9.348.348,42"
457,LEAS INDUSTRIAL LTDA,SC,ATIVA,2004-03-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1124447.0,,DEMAIS,"25.32-2/01 Produção de artefatos estampados de metal
",06.134.049/0001-13,de 10.000.000 até 30.000.000,de 100 até 500,?,
458,ACRILICOS BETA EIRELI,SC,ATIVA,2004-12-07T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,93700.0,SIMPLES NACIONAL,EPP,"22.29-3/99 Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
",07.123.659/0001-84,de 360.000 até 1.500.000,de 10 até 50,?,
459,BN - PAPEL CATARINENSE LTDA,SC,ATIVA,1997-11-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,5270000.0,LUCRO REAL,DEMAIS,"17.21-4/00 Fabricação de papel
",02.237.016/0001-48,de 30.000.000 até 100.000.000,de 100 até 500,0,-
460,DELTA FRIO INDUSTRIA E REFRIGERACAO EIRELI,RS,ATIVA,2001-12-26T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,,,DEMAIS,"28.23-2/00 Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios
",04.826.813/0001-96,de 4.800.000 até 10.000.000,de 10 até 50,268,"946.995,33"
461,"BRASIL SUL INDUSTRIA, COMERCIO E TRANSPORTES DE PESCADOS EIRELI",SC,ATIVA,2012-05-29T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,100000.0,,DEMAIS,"10.20-1/02 Fabricação de conservas de peixes, crustáceos e moluscos
",15.644.488/0001-67,de 10.000.000 até 30.000.000,de 10 até 50,0,-
462,COLEPACK INDUSTRIA E COMERCIO DE EMBALAGENS EIRELI,SC,ATIVA,2009-01-23T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,5000000.0,,DEMAIS,"17.31-1/00 Fabricação de embalagens de papel
",10.590.774/0001-73,de 1.500.000 até 4.800.000,acima de 500,0,-
463,TECIDOS DONA FRANCISCA LTDA,SC,ATIVA,1966-09-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,1831660.0,LUCRO PRESUMIDO,DEMAIS,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",84.692.268/0001-21,de 360.000 até 1.500.000,de 10 até 50,0,-
464,SANEX EMBALAGENS LTDA.,SC,ATIVA,2009-02-06T00:00:00.000,206-2 - Sociedade Empresária Limitada,,20000.0,,ME,"16.23-4/00 Fabricação de artefatos de tanoaria e de embalagens de madeira
",10.619.295/0001-32,de 81.000 até 360.000,de 5 até 10,10,"500.536,51"
465,FORMITZ CONFECCOES LTDA,SC,ATIVA,1986-12-10T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3100000.0,LUCRO PRESUMIDO,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",79.843.264/0001-67,de 4.800.000 até 10.000.000,de 100 até 500,0,-
466,MADESP IND E COM DE MADEIRAS LTDA,SC,ATIVA,1993-01-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,70000.0,LUCRO PRESUMIDO,DEMAIS,"31.01-2/00 Fabricação de móveis com predominância de madeira
",95.813.382/0001-89,de 4.800.000 até 10.000.000,de 50 até 100,?,
467,INDUSPEL EMBALAGENS LTDA,PR,ATIVA,2005-10-24T00:00:00.000,206-2 - Sociedade Empresária Limitada,,135000.0,,EPP,"17.33-8/00 Fabricação de chapas e de embalagens de papelão ondulado
",07.688.318/0001-56,de 10.000.000 até 30.000.000,de 50 até 100,0,-
468,BUHLER SANMAK INDUSTRIA DE MAQUINAS LTDA,SC,ATIVA,1980-09-03T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000000.0,LUCRO PRESUMIDO,DEMAIS,"28.33-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
",75.304.766/0001-69,de 30.000.000 até 100.000.000,de 100 até 500,0,-
469,PARTNER TEXTIL LTDA,SC,ATIVA,2009-09-14T00:00:00.000,206-2 - Sociedade Empresária Limitada,,400000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",11.135.121/0001-67,de 0 até 81.000,de 100 até 500,231,"5.323.449,04"
470,CERAMARTE LIMITADA,SC,ATIVA,1966-09-16T00:00:00.000,206-2 - Sociedade Empresária Limitada,,10000000.0,LUCRO REAL,DEMAIS,"23.49-4/99 Fabricação de produtos cerâmicos não refratários não especificados anteriormente
",85.907.210/0001-10,de 4.800.000 até 10.000.000,de 100 até 500,71,"26.818.759,25"
471,COLOR QUIMICA DO BRASIL IMPORTACAO E EXPORTACAO S.A,SC,ATIVA,1992-07-08T00:00:00.000,205-4 - Sociedade Anônima Fechada,,29000000.0,LUCRO PRESUMIDO,DEMAIS,"20.93-2/00 Fabricação de aditivos de uso industrial
",85.342.780/0001-00,de 30.000.000 até 100.000.000,de 50 até 100,0,-
472,TECNOTUBO ARTEFATOS METALICOS EIRELI,SC,ATIVA,1991-06-19T00:00:00.000,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),,101500.0,,EPP,"25.32-2/01 Produção de artefatos estampados de metal
",83.193.797/0001-18,de 1.500.000 até 4.800.000,de 10 até 50,?,
473,DISTRIBUIDORA DE CARNES JOINVILLE LTDA,SC,INAPTA,1998-05-19T00:00:00.000,206-2 - Sociedade Empresária Limitada,,90000.0,,EPP,,02.535.948/0001-77,de 360.000 até 1.500.000,de 5 até 10,?,
474,K2 COMERCIO E INDUSTRIA LTDA,SC,ATIVA,1996-04-17T00:00:00.000,206-2 - Sociedade Empresária Limitada,,70000.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",01.167.639/0001-29,de 30.000.000 até 100.000.000,de 100 até 500,0,-
475,PACIFICO SUL INDUSTRIA TEXTIL E CONFECCOES LTDA,SC,ATIVA,1989-05-22T00:00:00.000,206-2 - Sociedade Empresária Limitada,,3920000.0,LUCRO REAL,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",81.336.398/0001-33,de 30.000.000 até 100.000.000,de 100 até 500,0,-
476,ELEVA TEXTIL LTDA,SC,ATIVA,2013-02-28T00:00:00.000,206-2 - Sociedade Empresária Limitada,,50000.0,,DEMAIS,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",17.701.407/0001-49,de 10.000.000 até 30.000.000,de 50 até 100,0,-
